OBJECTID,Sample Site,Sample Station (SS) - Location Description,X - Coordinate,Y - Coordinate,LONGITUDE,LATITUDE,City or Placename,ZIP Code
1,1S03,"SS - Shaft 3 of City Tunnel No.1 - E/S Goulden Ave, S/O Sedgwick Ave, OPP JPR GH7",1024950,264277,-73.85279347,40.89195927,Bronx,10466
2,1S04,"SS - Shaft 4 of City Tunnel No.1 - IFO 2780 Reservoir Ave, E/S Reservoir Ave, 1st SS N/O Strong St (@ intersection of Reservoir Ave & Goulden)",1012568,256577,-73.89761003,40.87087361,Bronx,10468
3,1S03A,"SS - Shaft 3A of City Tunnel No.2 - S/S E 233rd St, W/O Bronxwood Ave IFO 862 E 233rd St.",1024721,264392,-73.85362104,40.89227596,Bronx,10466
4,1S07,"SS - Shaft 7 of City Tunnel No.1 - NE/S W 167th St, 1st SE/O Sedgwick Ave IFO 1260 Sedgwick Ave",1004013,245233,-73.92857595,40.83976102,Bronx,10452
5,1S03B,"SS - Shaft 3B of City Tunnel No.3 - W/S Jerome Ave, S/O access road to Mosholu Golf Course (SW corner of entrance to park)",1014949,260688,-73.88898217,40.88214906,Bronx,10468
6,1SCL1,"Jerome Park Reservoir (W205th St & Goulden Ave, Bx) - Croton Distribution Chamber - low pressure service tunnel, Tap in Gatehouse #5, treated water",1013921,259223,-73.89270625,40.87813161,Bronx,10468
7,1SCH3,"Jerome Park Reservoir (W205th St & Goulden Ave, Bx) - Croton Distribution Chamber - high pressure service tunnel, Tap #3 in Gatehouse #5, treated water",1013921,259223,-73.89270625,40.87813161,Bronx,10468
8,1SCH4,"Jerome Park Reservoir (W205th St & Goulden Ave, Bx) - Croton Distribution Chamber - high pressure service tunnel, Tap in Gatehouse #5, treated water",1013921,259223,-73.89270625,40.87813161,Bronx,10468
9,10150,"SS - W/S Zerega Ave, 1st SS S/O Hermany Ave, 12"" OPP NYC Sanitation",1027625,239952,-73.84327578,40.82518181,Bronx,10473
10,10250,"SS - W/S Nelson Ave, 1st SS N/O W 168th St (OPP school-1248 Nelson Ave), 12""",1005082,244866,-73.92471369,40.83875126,Bronx,10452
11,10550,"SS - W/S Stadium Ave, 1St SS N/O Randolph Pl, 12""",1033944,246040,-73.82039868,40.84185829,Bronx,10465
12,10750,"SS - N/S Bartow Ave, 2nd SS W/O Co-op City Blvd, 20""",1031623,256138,-73.82871573,40.86958699,Bronx,10475
13,10850,"SS - E/S Riverdale Ave, 1st SS S/O W 260th St (IFO church), OPP 5977 Riverdale Ave, 12""",1010873,270095,-73.90368493,40.90798151,Bronx,10471
14,11050,"SS - IFO 1675 W/S University Ave, 2nd SS S/O W 176th St, IFO 1669 University Ave, 12""",1006824,248454,-73.91840607,40.84859498,Bronx,10453
15,11150,"SS - IFO 71E N/S E 183rd St, 1st SS W/O Morris Ave, 12""",1011330,251963,-73.90210493,40.85821347,Bronx,10468
16,11250,"SS - IFO 925 N/S E Tremont Ave, 1st SS E/O Daly Ave, 20""",1016434,245999,-73.88368246,40.84182694,Bronx,10460
17,11350,"SS - W/S Metropolitan Ave, 2nd SS N/O Parkchester Rd (IFO Macy's), 20""",1022677,244011,-73.8611308,40.8363455,Bronx,10462
18,11450,"SS - IFO 920 S/S Co - op City Blvd, 2nd SS W/O Dreiser Loop, 20""",1031142,259322,-73.83043257,40.87832864,Bronx,10475
19,11550,"SS - IFO 1058 S/S E Gun Hill Rd, 1st SS E/O Hone Ave, 12""",1023792,257836,-73.85701982,40.87428603,Bronx,10469
20,11750,"SS - IFO 250 E/S City Island Ave, BTW Carroll & Schofield Sts, 20""",1043521,247419,-73.78577395,40.84558414,Bronx,10464
21,11900,"SS - S/S E 177th St, BTW Walton & Morris Aves, 36""",1009464,248889,-73.90886214,40.84978178,Bronx,10453
22,12000,"SS - OPP 1540 W/S Jerome Ave, 1st SS S/O Goble Pl, 48""",1007590,246530,-73.91564406,40.84331218,Bronx,10452
23,12150,"SS - IFO 963 N/S E 233rd St, 2nd SS W/O Gunther Ave, 12""",1025842,263931,-73.84956938,40.89100545,Bronx,10466
24,12250,"SS - OPP 1134 N/S E 225th St, 2nd SS W/O Schieffelin Ave, 12""",1026480,261194,-73.84727911,40.88349023,Bronx,10466
25,12550,"SS - IFO 352 S/S E Gun Hill Rd, 1st SS W/O Decatur Ave, 20""",1019445,259431,-73.87272976,40.87868221,Bronx,10467
26,13050,"SS - IFO 2431 W/S Eastchester Rd, 2nd SS S/O Mace Ave, 12""",1027551,253340,-73.84345671,40.86192825,Bronx,10469
27,13150,"SS - IFO 2805 W/S Grand Concourse, 2nd SS S/O E 197th St, 20""",1014019,255932,-73.89236649,40.86909851,Bronx,10468
28,13350,"SS - N/S E Fordham Rd, 1st SS E/O Washington Ave, 20""",1015047,252761,-73.88866421,40.86039155,Bronx,10458
29,13550,"SS - IFO 2015 W/S University Ave, 1st SS S/O W 180th St, 12""",1008924,250942,-73.91080645,40.85541818,Bronx,10453
30,13600,"SS - E/S Southern Blvd, BTW E 180th & E 181st Sts, 36""",1016282,247551,-73.8842244,40.84608727,Bronx,10460
31,13700,"SS - W/S Southern Blvd, BTW Garden & E 182nd Sts, 48""",1016626,248602,-73.88297598,40.8489707,Bronx,10460
32,13850,"SS - IFO 1778 E/S Jerome Ave, 1st SS S/O E 176th St, 12""",1008681,248387,-73.91169418,40.84840614,Bronx,10453
33,13900,"SS - S/S E 180th St, BTW Webster & Valentine Aves, IFO School 48""",1012181,249738,-73.89903782,40.85210386,Bronx,10457
34,14000,"SS - IFO 960 S/S E 156th St, BTW Kelly & Beck Sts, 48""",1012057,236583,-73.89954057,40.81599759,Bronx,10455
35,14100,"SS -OPP 1540 W/S Jerome Ave, 2nd SS S/O Goble Pl, 48""",1007582,246514,-73.91567303,40.84326828,Bronx,10452
36,14200,"SS - E/S Southern Blvd, BTW E 172nd & E 173rd Sts, OPP 1571 Southern Blvd, 36""",1015030,243659,-73.88876745,40.83540933,Bronx,10460
37,14350,"SS - OPP 3748 W/S Third Ave, 1st SS N/O St Paul's Pl, 20""",1011164,243988,-73.90273704,40.83632496,Bronx,10456
38,14450,"SS - OPP 958 W/S Gerard Ave, 2nd SS S/O E 164th St, 12""",1005321,241483,-73.92386058,40.82946534,Bronx,10452
39,14650,"SS - E/S Concourse Village East, 1st SS N/O E 158th St, 12""",1006655,239592,-73.91904653,40.8242718,Bronx,10451
40,14850,"SS - W/S Jackson Ave, 1st SS S/O St Mary's St, 20""",1008919,233877,-73.91088728,40.8085797,Bronx,10454
41,14950,"SS - N/S E 135th St, 2nd SS W/O Willis Ave, 12""",1004935,233559,-73.9252798,40.80771711,Bronx,10454
42,15050,"SS - W/S Trinity Ave, 2nd SS S/O E 163rd St (IFO school), 16""",1010196,238892,-73.90625495,40.82234081,Bronx,10456
43,15150,"SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 12""",1008300,245099,-73.91308309,40.8393826,Bronx,10456
44,15250,"SS - IFO 4315 W/S Third Ave, 1st SS N/O E 179th St, 20""",1013358,248845,-73.8947872,40.84964904,Bronx,10457
45,15300,"SS - W/S Bailey Ave, BTW W 231st & W 233rd Sts, 48""",1011253,259260,-73.90235389,40.87824173,Bronx,10463
46,15450,"SS - IFO 79E N/S East Gun Hill Rd, 1st SS W/O Rochambeau Ave, IFO 83 E. Gun Hill Rd, 20""",1017550,260554,-73.87957677,40.88177184,Bronx,10467
47,15550,"SS - IFO 2499 W/S Grand Ave, 1st SS S/O W 190th St, OPP 24-84 Grand Ave 12""",1011297,254171,-73.90221532,40.86427386,Bronx,10468
48,16150,"SS - W/S Bronxdale Ave, 2nd SS S/O Rhinelander Ave, 12""",1022864,248301,-73.86043031,40.84811947,Bronx,10462
49,16250,"SS - IFO 251 N/S E 204th St, 1st SS E/O Valentine Ave, 12""",1016202,257822,-73.88446458,40.87427834,Bronx,10458
50,16450,"SS - IFO 3902 E/S White Plains Rd, 1st SS N/O E 222nd St, 20""",1022580,262068,-73.86137808,40.88590688,Bronx,10467
51,16650,"SS - IFO 1541 N/S Westchester Ave, BTW Boynton & Ward Aves,  20""",1018029,241253,-73.87794181,40.82879459,Bronx,10472
52,16950,"SS - W/S Westchester Ave, 1st SS N/O St Peters Ave, 20""",1027285,244910,-73.84447247,40.83879174,Bronx,10461
53,17050,"SS - IFO 4740 E/S White Plains Rd, 1st SS N/O St Ouen St, 20""",1025828,268839,-73.84958953,40.90447639,Bronx,10470
54,17250,"SS - N/S Allerton Ave, 1st SS E/O Throop Ave, 12""",1025509,254616,-73.85083115,40.86544026,Bronx,10469
55,17350,"SS - N/S W 232nd St, 1st SS E/O Arlington Ave, 12""",1008514,261350,-73.91225086,40.88398608,Bronx,10463
56,17450,"SS - IFO 2548 E/S White Plains Rd, 2nd SS N/O Mace Ave, 20""",1020965,254176,-73.86726203,40.86425267,Bronx,10467
57,17550,"SS - IFO 309 N/S E 149th St, 2nd SS W/O Courtlandt Ave, 12""",1006168,236943,-73.9208148,40.81700227,Bronx,10451
58,17650,"SS - IFO 1871 N/S Lafayette Ave, 1st SS W/O Underhill Ave, 12""",1022842,238715,-73.86056498,40.82180879,Bronx,10473
59,17750,"SS - IFO 835 W/S Hunts Point Ave, 1st SS S/O Gilbert Pl, 12""",1015077,237136,-73.88862757,40.8175054,Bronx,10474
60,17950,"SS - W/S Kingsbridge Ave, 1st SS N/O W 232nd St, 12""",1010441,260348,-73.90528592,40.8812304,Bronx,10463
61,18000,"SS -S/S of Westbound Bronx & Pelham Pkwy, on Center Median W/O Eastchester Rd, 36""",1026261,251872,-73.84812955,40.85790528,Bronx,10469
62,18100,"SS - IFO 2208 S/S Starling Ave, BTW Castle Hill & Glebe Aves, 48""",1025309,244013,-73.85161917,40.83633915,Bronx,10462
63,18200,"SS - IFO 653 E/S River Ave, BTW E 150th & E 151st Sts, 36""",1003933,238872,-73.92888373,40.82230209,Bronx,10451
64,18300,"SS - E/S Southern Blvd, BTW St Mary's & E 142nd Sts, 36""",1009738,233525,-73.90793012,40.80761123,Bronx,10454
65,18450,"SS - W/S West Farms Rd, 2nd SS S/O E 167th St, OPP 1096 West Farms Rd, 12""",1014529,240306,-73.89059309,40.82620804,Bronx,10459
66,18500,"SS - S/S E 164th St, BTW River & Gerard Aves, 48""",1005303,241864,-73.92392443,40.83051111,Bronx,10452
67,18650,"SS - N/S Dewey Ave, BTW Quincy & Swinton Aves, 12""",1033436,238573,-73.82228941,40.82136641,Bronx,10465
68,18750,"SS - IFO 4977 W/S Henry Hudson Pkwy, 2nd SS S/O W 252nd St, 20""",1009639,266491,-73.90816289,40.89809333,Bronx,10471
69,18800,"SS - IFO 750 S/S E 169th St, BTW Boston Rd & Tinton Ave, 36""",1011911,242028,-73.90004558,40.83094302,Bronx,10456
70,18900,"SS - IFO 3453 W/S Jerome Ave, btw W Gun Hill Rd & E 208th St, 36 inch",1016746,260551,-73.88248429,40.88176661,Bronx,10467
71,19000,"SS - IFO 758 S/S E 233rd St, BTW Barnes & Byron Aves, 1st E/O Byron Ave 48""",1024284,264511,-73.8552009,40.89260457,Bronx,10466
72,20050,"SS - N/S Ave U, 1st SS W/O E 65th St, 12""",1008686,163991,-73.91198262,40.61676011,Brooklyn,11234
73,20150,"SS - E/S W 23rd St, 1st SS N/O Mermaid Ave, 12""",987006,149279,-73.99007901,40.57641191,Brooklyn,11224
74,20300,"SS - N/S Luquer St, BTW Columbia &  Hicks Sts, 20""",983104,186572,-74.00413168,40.67877369,Brooklyn,11231
75,20350,"SS - OPP 74 S/S Sullivan St, 2nd SS E/O Van Brunt St, 20""",981016,186055,-74.0116593,40.67735412,Brooklyn,11231
76,20650,"SS - W/S 21st Ave, 2nd SS S/O Cropsey Ave, 12""",983827,157189,-74.0015232,40.5981237,Brooklyn,11214
77,20750,"SS - S/S Park Ave, BTW Emerson Pl & Steuben St, 16""",994544,192845,-73.96287742,40.69598572,Brooklyn,11205
78,20850,"SS - E/S Union Ave, 1st SS N/O Frost St, IFO 568 Union Ave, 20""",997523,200731,-73.9521189,40.71762696,Brooklyn,11211
79,20900,"SS - S/S Sands St. BTW Gold St. and Manhattan Brg. Ent. Ramp, OPP 177 Sands St, 48""",988841,194197,-73.98344285,40.69970144,Brooklyn,11201
80,20950,"SS - E/S Clinton St, 2nd SS N/O Pierrepont St, IFO 33 Clinton St, 20""",986528,192665,-73.99178506,40.69549736,Brooklyn,11201
81,21000,"SS - N/S Pacific St, BTW Buffalo & Rochester Aves, 48""",1004547,185738,-73.92682567,40.67646135,Brooklyn,11233
82,21050,"SS - N/S Bergen St, 2nd SS E/O Buffalo Ave, OPP 1770 Bergen St, 12""",1005507,185097,-73.92336672,40.6746997,Brooklyn,11233
83,21100,"SS - S/S Willoughby Ave, BTW Clinton & Vanderbilt Aves, 66""",992926,191199,-73.96871442,40.69146957,Brooklyn,11205
84,21150,"SS - IFO 413 E/S Classon Ave, BTW Greene & Lexington Aves, 20""",995472,189555,-73.95953631,40.68695431,Brooklyn,11238
85,21250,"SS - IFO 747 N/S Lafayette Ave, 2nd SS W/O Throop Ave, 12""",999981,190980,-73.94327468,40.69085874,Brooklyn,11221
86,21350,"SS - IFO 1135 W/S Decatur St, 2nd SS N/O Evergreen Ave, 12""",1009575,189833,-73.90868345,40.68768823,Brooklyn,11207
87,21400,"SS - IFO 312 E/S Jefferson St, BTW Irving & Knickerbocker Aves, 60""",1004792,195987,-73.92591115,40.70459192,Brooklyn,11237
88,21450,"SS - IFO 53 E/S Knickerbocker Ave, 1st SS N/O Grattan St, 20""",1003549,196536,-73.9303927,40.7061016,Brooklyn,11237
89,21550,"SS - E/S Eldert La, 2nd SS N/O Stanley Ave, IFO 943 Eldert Ln, 12""",1022514,182222,-73.86207145,40.6667513,Brooklyn,11208
90,21650,"SS - IFO 307 E/S 7th Ave, 1st SS N/O 8th St, 12""",989547,182489,-73.98090591,40.66756526,Brooklyn,11215
91,21750,"SS - E/S 7th Ave, 1st SS N/O 52nd St, IFO 5115 7th Ave, 12""",982360,172983,-74.00681022,40.64147475,Brooklyn,11220
92,21850,"SS - IFO 37 E/S 7th Ave, 1st SS S/O St Johns Pl, 12""",991434,185676,-73.97410045,40.67631153,Brooklyn,11217
93,21900,"SS - N/S Eastern Pkwy (S/S of svc. Rd), BTW New York & Brooklyn Aves, IFO 645 Eastern Pkwy.  Median BTW Svc & Main 48""",999127,183310,-73.9463711,40.66980781,Brooklyn,11213
94,21950,"SS - IFO 992 W/S Nostrand Ave, 2nd SS S/O Sullivan Pl, 12""",997809,181345,-73.9511262,40.66441644,Brooklyn,11225
95,22050,"SS - IFO 130 E/S Humboldt St, 2nd SS S/O Boerum St, 20""",1000578,196313,-73.94110899,40.70549549,Brooklyn,11206
96,22250,"SS - IFO 9002 W/S Ft Hamilton Pkwy, 1st SS S/O 90th St, 12""",976873,164479,-74.02657217,40.6181302,Brooklyn,11209
97,22300,"SS-E/S 8th Ave BTW 8th & 9th Sts, 72""",990149,181990,-73.97873632,40.66619524,Brooklyn,11215
98,22350,"SS - E/S 5th Ave, BTW 49th St & 50th Sts, IFO 4915 5th Ave, 12""",981481,174383,-74.00997808,40.64531722,Brooklyn,11220
99,22400,"SS - N/S 65 St, BTW 16th & 17th Aves, IFO 1641 65th St, 60""",985983,165686,-73.99375737,40.62144606,Brooklyn,11204
100,22550,"SS - E/S Stillwell Ave, 1st SS N/O Ave S, IFO P.S. 97 OPP 870-86 Stillwell Ave, 20""",988160,158172,-73.98591972,40.60082098,Brooklyn,11223
101,22600,"SS - E/S Ft Hamilton Pkwy, BTW 49th & 50th Sts, OPP 4918 Ft. Hamilton Pkwy, 72""",984776,171711,-73.99810477,40.63798357,Brooklyn,11219
102,22650,"SS - IFO 5601 E/S Ft Hamilton Pkwy, 1st SS S/O E 56th St, IFO 5517 Ft. Hamilton Pkwy, 20""",983494,170583,-74.00272382,40.63488743,Brooklyn,11219
103,22700,"SS - N/S Church Ave, BTW Ocean Pkwy & E 5th St, 48""",991096,174139,-73.97533071,40.64464528,Brooklyn,11218
104,22750,"SS - W/S Dahill Rd, 2nd SS S/O 15th Ave, OPP 339 Dahill Rd, 12""",989834,172129,-73.97987994,40.63912915,Brooklyn,11218
105,22850,"SS - N/S Beverly Rd, 1st SS E/O E 48th St, IFO 4805 Bevery Rd 16""",1003264,174746,-73.93148211,40.6462936,Brooklyn,11203
106,22900,"SS -  W/S Washington Park, BTW Willoughby & Myrtle Aves, OPP 175 Washington Pk, 66""",991547,191369,-73.9736869,40.69193742,Brooklyn,11205
107,22950,"SS - N/S Myrtle Ave, 2nd SS E/O N Portland Ave, 20""",991169,191900,-73.97504943,40.6933952,Brooklyn,11205
108,23000,"SS - E/S Ocean Pkwy (E/S of Svc Rd), BTW Ave H & Ave I, 60""",992358,167967,-73.97079056,40.62770339,Brooklyn,11230
109,23150,"SS - E/S Ocean Pkwy, 2nd SS N/O Ave M, IFO 1257 Ocean Pkwy, 12""",992883,164317,-73.96890389,40.61768441,Brooklyn,11230
110,23200,"SS - N/S Caton Ave, BTW E 18th St & St Pauls Pl, 48""",994430,176630,-73.96331302,40.65147933,Brooklyn,11226
111,23250,"SS - E/S Ocean Ave, 2nd SS S/O Albemarle Rd, 20""",995298,174737,-73.96018799,40.64628241,Brooklyn,11226
112,23350,"SS - W/S Ocean Ave, 2nd SS S/O Ditmas Ave, OPP 985 Ocean Ave, 12""",995651,171892,-73.95892075,40.63847305,Brooklyn,11226
113,23450,"SS - N/S Jefferson Ave, 2nd SS W/O Lewis Ave, OPP 518 Jefferson Ave,  20""",1001705,188791,-73.93706368,40.6848472,Brooklyn,11221
114,23550,"SS - E/S Nostrand Ave, 2nd SS N/O Ave K, 20""",999091,167177,-73.94653637,40.62552628,Brooklyn,11210
115,23650,"SS - E/S Nostrand Ave, 2nd SS N/O Ave W, 20""",1000612,156721,-73.94108241,40.59682404,Brooklyn,11229
116,23750,"SS - E/S Ocean Ave, 2nd SS N/O Ave R, IFO 2233 Ocean Ave,  20""",997371,160498,-73.95274552,40.60719653,Brooklyn,11229
117,23850,"SS - W/S Ocean Pkwy, 2nd SS S/O Ave V,  IFO 2252 Ocean Pkwy (@ Gravesend Neck, 1st S/O), 20""",993928,155802,-73.965152,40.59431139,Brooklyn,11223
118,23900,"SS - S/S Atlantic Ave, BTW Schenck Ave & Barbey St, 48""",1015080,185857,-73.8888518,40.67675756,Brooklyn,11207
119,23950,"SS - S/S Liberty Ave, 1st SS E/O Sheridan Ave,  IFO 1146 Liberty Ave, 12""",1021191,186564,-73.86681661,40.67867472,Brooklyn,11208
120,24050,"SS - IFO 2940 W/S Ocean Ave, 2nd SS S/O Ave Y, 16""",998224,154096,-73.94968674,40.58962303,Brooklyn,11235
121,24150,"SS - IFO 2220 S/S Atlantic Ave, 2nd SS E/O Hopkinson Ave (Thomas S. Boyland St), 20""",1008575,185680,-73.91230423,40.676292,Brooklyn,11233
122,24250,"SS - W/S 20th Ave, 1st SS S/O 58th St, 12""",989290,165338,-73.98184513,40.62048961,Brooklyn,11204
123,24300,"SS - E/S Ocean Pkwy, BTW Ave Z & Belt Pkwy, (median BTW Main & Svc Rd of Ocean Pkwy), 30""",993640,152726,-73.96619329,40.5858687,Brooklyn,11235
124,24350,"SS - W/S Brighton 11th St, 2nd SS S/O Cass Pl, IFO 82 Brighton 11th St, 12""",996121,150850,-73.95726427,40.58071647,Brooklyn,11235
125,24450,"SS - E/S Brooklyn Ave, 2nd SS S/O Linden Blvd, IFO 887 Brooklyn Ave, 20""",999844,176855,-73.94380137,40.65208903,Brooklyn,11203
126,24550,"SS - OPP 4106 N/S Glenwood Rd, 1st SS W/O E 42nd St, 12""",1001869,170545,-73.93652003,40.63476564,Brooklyn,11210
127,24650,"SS - N/S Linden Blvd, 1st SS E/O Bristol St, 12""",1009614,177814,-73.90858805,40.65469868,Brooklyn,11212
128,24700,"SS - S/S Ave P, BTW Coney Island Ave & E 12th St, (E/O Coney Island Ave), 60""",994790,161491,-73.96203928,40.60992556,Brooklyn,11230
129,24750,"SS - IFO 1660 W/S E 13th St, 2nd SS N/O Quentin Rd, 20""",995293,161067,-73.96022838,40.60876115,Brooklyn,11229
130,24850,"SS - N/S New Lots Ave, 1st SS W/O Shepherd Ave, 16""",1017701,182613,-73.8794187,40.667844,Brooklyn,11208
131,24950,"SS - IFO 1169 N/S East New York Ave, 2nd SS W/O Ralph Ave, 12""",1005399,182198,-73.92376517,40.66674286,Brooklyn,11233
132,25050,"SS - W/S Pennsylvania Ave, 1st SS N/O Hegeman Ave, IFO 718 Penn. Ave, 20""",1014257,179774,-73.89184595,40.66006393,Brooklyn,11207
133,25100,"SS - IFO 630 W/S Howard Ave, BTW Sutter & East New York Aves, 60""",1006510,182108,-73.91976069,40.6664931,Brooklyn,11212
134,25150,"SS - E/O Mother Gaston Blvd, 2nd SS N/O Livonia Ave, 12""",1010559,181082,-73.90516952,40.66366586,Brooklyn,11212
135,25250,"SS - S/S Foster Ave, 2nd SS E/O E 101st St, 20""",1011381,176277,-73.90222596,40.65047471,Brooklyn,11236
136,25350,"SS - W/S Remsen Ave, 1st SS N/O Ave M, 20""",1012292,170203,-73.89896817,40.63380006,Brooklyn,11236
137,25400,"SS - S/S Pacific St, BTW Franklin & Classon Aves, 48""",996612,186417,-73.95543152,40.67833969,Brooklyn,11238
138,25450,"SS - IFO 1030 S/S Park Pl, 2nd SS E/O Brooklyn Ave, 12""",999921,184474,-73.94350616,40.67300136,Brooklyn,11213
139,25550,"SS - E/S Bedford Ave, 2nd SS S/O Montgomery St, 20""",996201,181648,-73.95692174,40.66525042,Brooklyn,11225
140,25900,"SS - S/S Kings Highway, BTW E 35th & E 36th Sts, 60""",1000853,165505,-73.940193,40.62093387,Brooklyn,11234
141,25950,"SS - E/S Flatbush Ave, 2nd SS N/O Ave R, IFO 2185 Flatbush Ave, 16""",1003601,164002,-73.93029852,40.61680287,Brooklyn,11234
142,26300,"SS - W/S Vermont St, BTW Jamaica & Sunnyside Aves, 48""",1013103,186926,-73.89597469,40.67969839,Brooklyn,11207
143,26500,"SS - IFO 336 W/S 6th Ave, BTW 3rd and 4th St, 66""",989404,183806,-73.98142038,40.67118022,Brooklyn,11215
144,26550,"SS - E/S 4th Ave, 1st SS S/O Sackett St, 20""",989092,186247,-73.98254335,40.67788039,Brooklyn,11217
145,26700,"SS - IFO 426 S/S Sterling Pl, BTW Underhill & Washington Aves, 72""",994175,185107,-73.96421952,40.67474711,Brooklyn,11238
146,26750,"SS - IFO 1110 N/S President St, 2nd SS E/O Bedford Ave, 12""",997012,182764,-73.95399632,40.66831246,Brooklyn,11225
147,26850,"SS - W/S W 37th St, 2nd SS n/O Neptune Ave, 12""",983249,150034,-74.00360349,40.57848461,Brooklyn,11224
148,26950,"SS - IFO 1058 N/S Metropolitan Ave, 2nd SS W/O Vandervoort Ave, 20""",1002385,199590,-73.93458277,40.71448656,Brooklyn,11211
149,27000,"SS - IFO 383 W/S Hooper St, BTW S 1st & S 2nd Sts, 72""",996850,197261,-73.95455318,40.70810362,Brooklyn,11211
150,27350,"SS - OPP 1035 S/S Clarkson Ave, 1st SS W/O E 93rd St, 12""",1005520,179355,-73.92333797,40.65893916,Brooklyn,11212
151,27450,"SS - IFO 1915 E/S Ocean Ave, 2nd SS N/O Ave O, 20""",996950,163407,-73.95425625,40.61518175,Brooklyn,11230
152,27550,"SS - N/S Farragut Rd, BTW E 81st & E 82nd Sts, 12""",1007600,172230,-73.91586584,40.63937735,Brooklyn,11236
153,27600,"SS - E/S Palmetto St, BTW Bushwick & Evergreen Aves, IFO 80 Palmetto St, 60""",1006714,191168,-73.91899515,40.69136022,Brooklyn,11221
154,27650,"SS - IFO 59 E/S Patchen Ave, 1st SS S/O Lexington Ave, 20""",1004372,190749,-73.92744161,40.6902158,Brooklyn,11221
155,27750,"SS - IFO 165 N/S S 1st St, 2nd SS W/O Driggs Ave, 20""",995052,199303,-73.96103509,40.71371081,Brooklyn,11211
156,27850,"SS - IFO 136 S/S Kent St, 2nd SS E/O Franklin St, 20""",996572,205514,-73.95554079,40.73075651,Brooklyn,11222
157,28050,"SS - IFO 579 N/S Macon St, 2nd SS W/O Patchen Ave, 20""",1004177,188340,-73.92815189,40.68360409,Brooklyn,11233
158,28450,"SS - IFO 2323 NE/S 60th St, 2nd SS W/O McDonald Ave, IFO 2323 60th St, 16""",991065,163335,-73.97545333,40.6149906,Brooklyn,11204
159,28550,"SS - E/S W 5th St, 2nd SS S/O Neptune Ave, IFO 2925 W 5th St, 12""",991951,149887,-73.97227741,40.57807783,Brooklyn,11224
160,28950,"SS - W/S 14th Ave, 1st SS N/O 52nd St, 20""",986578,169591,-73.99161271,40.63216433,Brooklyn,11219
161,29050,"SS - N/S 81st St, 1st SS E/O 19th Ave, 12""",985048,161009,-73.99712599,40.6086088,Brooklyn,11214
162,29300,"SS - E/S 5th Ave, BTW 24th & 25th Sts, 66""",985555,179528,-73.99529644,40.65943946,Brooklyn,11232
163,29350,"SS - W/S 4th Ave, BTW 28th & 29th Sts, 20""",984246,179280,-74.00001442,40.65875885,Brooklyn,11232
164,29450,"SS - IFO 4011 E/S 7th Ave, 1st SS S/O 40th St, 12""",984191,175300,-74.00021261,40.64783462,Brooklyn,11232
165,29500,"SS - W/S Ridge Blvd, BTW Bay Ridge Ave & 68th St, 48""",976339,171400,-74.02850376,40.63712642,Brooklyn,11220
166,29550,"SS - N/S Bay Ridge Ave, 2nd SS W/O 4th Ave, IFO 335 Bay Ridge Ave 12""",977311,170753,-74.02500093,40.63535136,Brooklyn,11220
167,29850,"SS - IFO 1425 E/S Pennsylvania Ave, 2nd SS S/O Schroeders Ave, 20""",1017420,174983,-73.88046915,40.6469024,Brooklyn,11239
168,3ISL3,"SS - Wards Island, DEP Water Pollution Control Plant, BTW 1st & 2nd security gates, OPP traffic circle",1005336,225499,-73.92385658,40.78559366,New York,10035
169,3ISL4,"SS - Randalls Island, OPP exit ramp to Qns, next to golf driving range, S/O of Police Launch Repair Shop",1004896,230380,-73.92543046,40.79899172,New York,10035
170,30050,"SS - IFO 8 E/S Centre Market Place, 2nd SS N/O Grand St, 12""",984875,201591,-73.99774529,40.71999739,New York,10013
171,30150,"SS - E/S 1st Ave, 1st SS S/O E 3rd St,  OPP 49 1st Ave, 12""",987725,203176,-73.987463,40.72434717,New York,10003
172,30250,"SS - OPP 280 N/S Madison St, 2nd SS W/O Montgomery St, 12""",988016,199056,-73.98641544,40.71303864,New York,10002
173,30350,"SS - IFO 90 E/S Pitt St, 2nd SS N/O Rivington St, 12""",989223,201145,-73.98206006,40.71877185,New York,10002
174,30450,"SS - N/S Water St, 2nd SS E/O Catherine Slip, 12""",985554,197941,-73.99529648,40.70997894,New York,10002
175,30550,"SS - E/S Water St, 1st SS S/O Maiden La (IFO Wall St Plaza), 20""",982568,196479,-74.00606659,40.70596603,New York,10005
176,30750,"SS - IFO 269 N/S W 140th St, 2nd SS E/O Frederick Douglass Blvd (8th Ave), 12""",999891,237824,-73.94349024,40.81943371,New York,10030
177,30850,"SS - IFO 230 S/S E 125th St, 2nd SS E/O 3rd Ave, 12""",1002385,231847,-73.93449576,40.80302374,New York,10035
178,30950,"SS - W/S South End Ave, 2nd SS N/O West Thames St, 20""",979476,197553,-74.0172195,40.70891278,New York,10280
179,31050,"SS - IFO 370 W/S Greenwich St, 1st SS N/O Franklin St, 20""",981361,201439,-74.0104221,40.71957974,New York,10013
